proposal_selectable_id,model_key,section_family,orderable_rpo,source_ref_id,source_sheet,source_row,source_field,raw_value,source_detail_raw
prop_z06_interior_3n9,z06,interior,3N9,staging_variant_matrix_rows.csv:Interior 3:61:812d7356b1,Interior 3,61,variant_matrix_row,"Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (H1Y, HTM, HTP) Jet Black interior or (HTN, HTQ, HUV) Natural interior.
3. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors.","Seat belt color, Natural
1. Recommended with (HTA, HTJ) Jet Black interior.
2. Recommended with (H1Y, HTM, HTP) Jet Black interior or (HTN, HTQ, HUV) Natural interior.
3. Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors."
prop_z06_interior_ae4,z06,interior,AE4,staging_variant_matrix_rows.csv:Interior 3:67:06ab73ee9c,Interior 3,67,variant_matrix_row,"Seats, Competition Sport bucket","Seats, Competition Sport bucket"
prop_z06_interior_ae4,z06,interior,AE4,staging_variant_matrix_rows.csv:Interior 3:67:49e03a9d18,Interior 3,67,variant_matrix_row,"Seats, Competition Sport bucket","Seats, Competition Sport bucket"
prop_z06_interior_ae4,z06,interior,AE4,staging_variant_matrix_rows.csv:Interior 3:67:690038f64a,Interior 3,67,variant_matrix_row,"Seats, Competition Sport bucket","Seats, Competition Sport bucket"
prop_z06_interior_aup,z06,interior,AUP,staging_variant_matrix_rows.csv:Interior 3:68:0754a731eb,Interior 3,68,variant_matrix_row,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.","Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
prop_z06_interior_aup,z06,interior,AUP,staging_variant_matrix_rows.csv:Interior 3:68:3561355c7a,Interior 3,68,variant_matrix_row,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.","Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
prop_z06_interior_aup,z06,interior,AUP,staging_variant_matrix_rows.csv:Interior 3:68:3bc86883ae,Interior 3,68,variant_matrix_row,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.","Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket
1. Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
prop_z06_interior_baz,z06,interior,BAZ,staging_variant_matrix_rows.csv:Interior 3:87:43f100fdca,Interior 3,87,variant_matrix_row,"Stealth Interior Trim Package, dark finish aluminum trim","Stealth Interior Trim Package, dark finish aluminum trim"
prop_z06_interior_baz,z06,interior,BAZ,staging_variant_matrix_rows.csv:Interior 3:87:564cda1b83,Interior 3,87,variant_matrix_row,"Stealth Interior Trim Package, dark finish aluminum trim","Stealth Interior Trim Package, dark finish aluminum trim"
prop_z06_interior_baz,z06,interior,BAZ,staging_variant_matrix_rows.csv:Interior 3:87:72e0986438,Interior 3,87,variant_matrix_row,"Stealth Interior Trim Package, dark finish aluminum trim","Stealth Interior Trim Package, dark finish aluminum trim"
prop_z06_interior_bv4,z06,interior,BV4,staging_variant_matrix_rows.csv:Interior 3:54:103dd6183b,Interior 3,54,variant_matrix_row,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery.","Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
prop_z06_interior_bv4,z06,interior,BV4,staging_variant_matrix_rows.csv:Interior 3:54:106a47debf,Interior 3,54,variant_matrix_row,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery.","Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
prop_z06_interior_bv4,z06,interior,BV4,staging_variant_matrix_rows.csv:Interior 3:54:38a06bd6c0,Interior 3,54,variant_matrix_row,"Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery.","Plaque, personalized, custom-made with your name or up to 24-character word or phrase limit and VIN
1. Available on SOLD orders only. (CFX) Personalized plaque is already included in (R8C) Corvette Museum Delivery."
prop_z06_interior_cav,z06,interior,CAV,staging_variant_matrix_rows.csv:Interior 3:31:10ab6d8448,Interior 3,31,variant_matrix_row,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.","LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
prop_z06_interior_cav,z06,interior,CAV,staging_variant_matrix_rows.csv:Interior 3:31:20f06c1389,Interior 3,31,variant_matrix_row,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.","LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
prop_z06_interior_cav,z06,interior,CAV,staging_variant_matrix_rows.csv:Interior 3:31:a1632b60b7,Interior 3,31,variant_matrix_row,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.","LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
prop_z06_interior_d30,z06,interior,D30,staging_variant_matrix_rows.csv:Interior 3:13:17cc3afd5b,Interior 3,13,variant_matrix_row,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge."
prop_z06_interior_d30,z06,interior,D30,staging_variant_matrix_rows.csv:Interior 3:13:7033c5d1bd,Interior 3,13,variant_matrix_row,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge."
prop_z06_interior_d30,z06,interior,D30,staging_variant_matrix_rows.csv:Interior 3:13:8bcd11bf02,Interior 3,13,variant_matrix_row,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.","Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge."
prop_z06_interior_dy0,z06,interior,DY0,staging_variant_matrix_rows.csv:Interior 3:18:261ce2aee3,Interior 3,18,variant_matrix_row,"Display hood, Carbon Fiber, located above the Driver Information Center display","Display hood, Carbon Fiber, located above the Driver Information Center display"
prop_z06_interior_dy0,z06,interior,DY0,staging_variant_matrix_rows.csv:Interior 3:18:2fcfcca350,Interior 3,18,variant_matrix_row,"Display hood, Carbon Fiber, located above the Driver Information Center display","Display hood, Carbon Fiber, located above the Driver Information Center display"
prop_z06_interior_dy0,z06,interior,DY0,staging_variant_matrix_rows.csv:Interior 3:18:304b1ab00d,Interior 3,18,variant_matrix_row,"Display hood, Carbon Fiber, located above the Driver Information Center display","Display hood, Carbon Fiber, located above the Driver Information Center display"
prop_z06_interior_fa5,z06,interior,FA5,staging_variant_matrix_rows.csv:Interior 3:90:2e639161ae,Interior 3,90,variant_matrix_row,"Trim, interior, carbon fiber cluster-surround and console/door switch plates","Trim, interior, carbon fiber cluster-surround and console/door switch plates"
prop_z06_interior_fa5,z06,interior,FA5,staging_variant_matrix_rows.csv:Interior 3:90:5bee49d88f,Interior 3,90,variant_matrix_row,"Trim, interior, carbon fiber cluster-surround and console/door switch plates","Trim, interior, carbon fiber cluster-surround and console/door switch plates"
prop_z06_interior_fa5,z06,interior,FA5,staging_variant_matrix_rows.csv:Interior 3:90:7c841f5df3,Interior 3,90,variant_matrix_row,"Trim, interior, carbon fiber cluster-surround and console/door switch plates","Trim, interior, carbon fiber cluster-surround and console/door switch plates"
prop_z06_interior_fa6,z06,interior,FA6,staging_variant_matrix_rows.csv:Interior 3:91:2b153078e2,Interior 3,91,variant_matrix_row,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim.","Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim."
prop_z06_interior_fa6,z06,interior,FA6,staging_variant_matrix_rows.csv:Interior 3:91:377f4d58f9,Interior 3,91,variant_matrix_row,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim.","Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim."
prop_z06_interior_fa6,z06,interior,FA6,staging_variant_matrix_rows.csv:Interior 3:91:406ac68eaa,Interior 3,91,variant_matrix_row,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim.","Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts
1. Not available with (FA5) carbon fiber interior trim."
prop_z06_interior_n26,z06,interior,N26,staging_variant_matrix_rows.csv:Interior 3:80:17ae23ca22,Interior 3,80,variant_matrix_row,"Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ.","Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ."
prop_z06_interior_n26,z06,interior,N26,staging_variant_matrix_rows.csv:Interior 3:80:2fecd69cb9,Interior 3,80,variant_matrix_row,"Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ.","Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ."
prop_z06_interior_n26,z06,interior,N26,staging_variant_matrix_rows.csv:Interior 3:80:54d6b6eb1e,Interior 3,80,variant_matrix_row,"Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ.","Steering wheel, sueded microfiber-wrapped
1. Requires (HTJ) Jet Black interior.
2. Requires leather seating surfaces with perforated sueded microfiber inserts interior: HTP, HU6, HU7, HTQ."
prop_z06_interior_n2z,z06,interior,N2Z,staging_variant_matrix_rows.csv:Interior 3:81:0d4aaeb684,Interior 3,81,variant_matrix_row,"Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB.","Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB."
prop_z06_interior_n2z,z06,interior,N2Z,staging_variant_matrix_rows.csv:Interior 3:81:570e086603,Interior 3,81,variant_matrix_row,"Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB.","Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB."
prop_z06_interior_n2z,z06,interior,N2Z,staging_variant_matrix_rows.csv:Interior 3:81:59cdea8c70,Interior 3,81,variant_matrix_row,"Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB.","Steering wheel, carbon fiber and sueded microfiber-wrapped
1. Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB."
prop_z06_interior_pdy,z06,interior,PDY,staging_variant_matrix_rows.csv:Interior 3:28:24c41f8e12,Interior 3,28,variant_matrix_row,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory","LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory"
prop_z06_interior_pdy,z06,interior,PDY,staging_variant_matrix_rows.csv:Interior 3:28:2fdab3ad57,Interior 3,28,variant_matrix_row,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory","LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory"
prop_z06_interior_pdy,z06,interior,PDY,staging_variant_matrix_rows.csv:Interior 3:28:358a483f25,Interior 3,28,variant_matrix_row,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory","LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory"
prop_z06_interior_pef,z06,interior,PEF,staging_variant_matrix_rows.csv:Interior 3:27:043033fb7d,Interior 3,27,variant_matrix_row,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory","LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
prop_z06_interior_pef,z06,interior,PEF,staging_variant_matrix_rows.csv:Interior 3:27:125c299d5b,Interior 3,27,variant_matrix_row,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory","LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
prop_z06_interior_pef,z06,interior,PEF,staging_variant_matrix_rows.csv:Interior 3:27:1931dba4fa,Interior 3,27,variant_matrix_row,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory","LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
prop_z06_interior_prb,z06,interior,PRB,staging_variant_matrix_rows.csv:Interior 3:52:12bf1aae26,Interior 3,52,variant_matrix_row,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.","3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations."
