proposal_selectable_id,proposal_status,model_key,section_family,section_name,category_name,display_label,display_description,source_description_raw,source_detail_raw,review_status,source_ref_ids
prop_grand_sport_mechanical_ref_ls6_72f0c8,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"NEW!  Engine, 6.7L V8 DI, high-output, Variable Valve Timing (VVT), Active Fuel Management (AFM)","NEW!  Engine, 6.7L V8 DI, high-output, Variable Valve Timing (VVT), Active Fuel Management (AFM)","NEW!  Engine, 6.7L V8 DI, high-output, Variable Valve Timing (VVT), Active Fuel Management (AFM)","NEW!  Engine, 6.7L V8 DI, high-output, Variable Valve Timing (VVT), Active Fuel Management (AFM)",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:26:047ca05a40|staging_variant_matrix_rows.csv:Mechanical 2:26:0a547c3782|staging_variant_matrix_rows.csv:Mechanical 2:26:27f37dec5c|staging_variant_matrix_rows.csv:Mechanical 2:26:5a05c84eb1|staging_variant_matrix_rows.csv:Mechanical 2:26:93e4dc99f0|staging_variant_matrix_rows.csv:Mechanical 2:26:d1a4b6d149
prop_grand_sport_mechanical_nwi,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed
1. Requires (WUB) quad center exit exhaust.","NEW!  Exhaust tips, bright, center, quad, exposed
1. Requires (WUB) quad center exit exhaust.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 2:37:1e82157e39|staging_variant_matrix_rows.csv:Mechanical 2:37:6f5ce62e41|staging_variant_matrix_rows.csv:Mechanical 2:37:6fc8faebed|staging_variant_matrix_rows.csv:Mechanical 2:37:846e09394f|staging_variant_matrix_rows.csv:Mechanical 2:37:896317b995|staging_variant_matrix_rows.csv:Mechanical 2:37:a0bf4aaea5
prop_grand_sport_mechanical_wub,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package.","NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 2:35:3c1dac2e36|staging_variant_matrix_rows.csv:Mechanical 2:35:a3b642ec20|staging_variant_matrix_rows.csv:Mechanical 2:35:b0fc8a2b16|staging_variant_matrix_rows.csv:Mechanical 2:35:bad96bd02f|staging_variant_matrix_rows.csv:Mechanical 2:35:be2ce96ce6|staging_variant_matrix_rows.csv:Mechanical 2:35:d7ebc8315a
prop_grand_sport_mechanical_norpo_40af3168,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,needs_review,staging_variant_matrix_rows.csv:Mechanical 2:11:4c6ce1e1ca|staging_variant_matrix_rows.csv:Mechanical 2:11:65afc79e58|staging_variant_matrix_rows.csv:Mechanical 2:11:93ca910afd|staging_variant_matrix_rows.csv:Mechanical 2:11:d96d795c49|staging_variant_matrix_rows.csv:Mechanical 2:11:ec00561166|staging_variant_matrix_rows.csv:Mechanical 2:11:ef52d82aad
prop_grand_sport_mechanical_bc4,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"NEW!  LS6 engine cover, Blue","NEW!  LS6 engine cover, Blue","NEW!  LS6 engine cover, Blue
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.","NEW!  LS6 engine cover, Blue
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 2:30:0245e5a4b7|staging_variant_matrix_rows.csv:Mechanical 2:30:15162e25a4|staging_variant_matrix_rows.csv:Mechanical 2:30:2a1a2c0048|staging_variant_matrix_rows.csv:Mechanical 2:30:4982629dfe|staging_variant_matrix_rows.csv:Mechanical 2:30:72b567a987|staging_variant_matrix_rows.csv:Mechanical 2:30:734bac5e8e
prop_grand_sport_mechanical_ref_m1n_228d90,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"NEW!  Transmission, 8-speed dual clutch, includes manual and auto modes","NEW!  Transmission, 8-speed dual clutch, includes manual and auto modes","NEW!  Transmission, 8-speed dual clutch, includes manual and auto modes","NEW!  Transmission, 8-speed dual clutch, includes manual and auto modes",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:51:07c44c5ca2|staging_variant_matrix_rows.csv:Mechanical 2:51:21d9cf6513|staging_variant_matrix_rows.csv:Mechanical 2:51:39f5415981|staging_variant_matrix_rows.csv:Mechanical 2:51:6431ba0956|staging_variant_matrix_rows.csv:Mechanical 2:51:8170f7efff|staging_variant_matrix_rows.csv:Mechanical 2:51:c3ae3e2e63
prop_grand_sport_mechanical_norpo_9bd5f2b6,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,Oil life monitoring system,Oil life monitoring system,Oil life monitoring system,Oil life monitoring system,needs_review,staging_variant_matrix_rows.csv:Mechanical 2:43:6acc721c02|staging_variant_matrix_rows.csv:Mechanical 2:43:86ca8916c4|staging_variant_matrix_rows.csv:Mechanical 2:43:92567f514b|staging_variant_matrix_rows.csv:Mechanical 2:43:9ee4294c19|staging_variant_matrix_rows.csv:Mechanical 2:43:b85aefb09d|staging_variant_matrix_rows.csv:Mechanical 2:43:c1d4a3a374
prop_grand_sport_mechanical_ref_b4z_d4bce7,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,Performance Traction Management,Performance Traction Management,Performance Traction Management,Performance Traction Management,needs_review,staging_variant_matrix_rows.csv:Mechanical 2:44:23c7cc0b4c|staging_variant_matrix_rows.csv:Mechanical 2:44:3c246bad8f|staging_variant_matrix_rows.csv:Mechanical 2:44:636ea82810|staging_variant_matrix_rows.csv:Mechanical 2:44:6ace8d6ebc|staging_variant_matrix_rows.csv:Mechanical 2:44:987f6c064c|staging_variant_matrix_rows.csv:Mechanical 2:44:b56176fcb5
prop_grand_sport_mechanical_ref_g0k_66161d,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Rear axle, 5.56 ratio","Rear axle, 5.56 ratio","Rear axle, 5.56 ratio","Rear axle, 5.56 ratio",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:45:34722d2055|staging_variant_matrix_rows.csv:Mechanical 2:45:3ee3a689a2|staging_variant_matrix_rows.csv:Mechanical 2:45:9936c1a8cd|staging_variant_matrix_rows.csv:Mechanical 2:45:c9a67abc6a|staging_variant_matrix_rows.csv:Mechanical 2:45:f87b114f39|staging_variant_matrix_rows.csv:Mechanical 2:45:ff939d5cee
prop_grand_sport_mechanical_norpo_b870adf8,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio","Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio","Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio","Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:46:21ba5c7342|staging_variant_matrix_rows.csv:Mechanical 2:46:71e595012a|staging_variant_matrix_rows.csv:Mechanical 2:46:c222e3c52d|staging_variant_matrix_rows.csv:Mechanical 2:46:d3917a1c76|staging_variant_matrix_rows.csv:Mechanical 2:46:d8fedd60eb|staging_variant_matrix_rows.csv:Mechanical 2:46:f249bfb457
prop_grand_sport_mechanical_ref_fea_b37a1e,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Suspension, touring with Magnetic Selective Ride Control","Suspension, touring with Magnetic Selective Ride Control","Suspension, touring with Magnetic Selective Ride Control","Suspension, touring with Magnetic Selective Ride Control",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:47:0a8e8c084b|staging_variant_matrix_rows.csv:Mechanical 2:47:363c435f6c|staging_variant_matrix_rows.csv:Mechanical 2:47:6791fd6ae2|staging_variant_matrix_rows.csv:Mechanical 2:47:88088f9ccb|staging_variant_matrix_rows.csv:Mechanical 2:47:f30e270af8|staging_variant_matrix_rows.csv:Mechanical 2:47:fcb1a9be0e
prop_grand_sport_mechanical_norpo_cf1763a1,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Traction control, all-speed","Traction control, all-speed","Traction control, all-speed","Traction control, all-speed",needs_review,staging_variant_matrix_rows.csv:Mechanical 2:50:1c308e2999|staging_variant_matrix_rows.csv:Mechanical 2:50:2757939c51|staging_variant_matrix_rows.csv:Mechanical 2:50:388e071e5e|staging_variant_matrix_rows.csv:Mechanical 2:50:b4232fdb3a|staging_variant_matrix_rows.csv:Mechanical 2:50:b6b5861d33|staging_variant_matrix_rows.csv:Mechanical 2:50:d5087cc4bb
prop_grand_sport_mechanical_feb,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires","Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires","Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires","Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires",proposal_only,staging_variant_matrix_rows.csv:Mechanical 2:48:38b8e3c34d|staging_variant_matrix_rows.csv:Mechanical 2:48:5575acf527|staging_variant_matrix_rows.csv:Mechanical 2:48:62d5da1926|staging_variant_matrix_rows.csv:Mechanical 2:48:9cfa1daf03|staging_variant_matrix_rows.csv:Mechanical 2:48:a25a56e95e|staging_variant_matrix_rows.csv:Mechanical 2:48:a7c6a3166d
prop_grand_sport_mechanical_fey,proposal_only,grand_sport,mechanical,Mechanical,Mechanical,"Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects","Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects","Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects","Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects",proposal_only,staging_variant_matrix_rows.csv:Mechanical 2:49:0e514a73b4|staging_variant_matrix_rows.csv:Mechanical 2:49:90b8f205a6|staging_variant_matrix_rows.csv:Mechanical 2:49:ce95649765|staging_variant_matrix_rows.csv:Mechanical 2:49:d1f457449d|staging_variant_matrix_rows.csv:Mechanical 2:49:dc82d46ca2|staging_variant_matrix_rows.csv:Mechanical 2:49:e8fe16aca2
prop_grand_sport_standard_equipment_ref_u5g_c69d82,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,5G vehicle connectivity,5G vehicle connectivity,"5G vehicle connectivity
1. Terms and limitations apply. See onstar.com or dealer for details.","5G vehicle connectivity
1. Terms and limitations apply. See onstar.com or dealer for details.",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:24:0eaeaa7053|staging_variant_matrix_rows.csv:Standard Equipment 2:24:4bf25a8fb5|staging_variant_matrix_rows.csv:Standard Equipment 2:24:9e2694d3fa|staging_variant_matrix_rows.csv:Standard Equipment 2:24:adc6937fd4|staging_variant_matrix_rows.csv:Standard Equipment 2:24:c98f139c8b|staging_variant_matrix_rows.csv:Standard Equipment 2:24:cfa281b02a
prop_grand_sport_standard_equipment_norpo_5ba5d2b7,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Active handling stability control, improves traction and enhances vehicle stability","Active handling stability control, improves traction and enhances vehicle stability","Active handling stability control, improves traction and enhances vehicle stability","Active handling stability control, improves traction and enhances vehicle stability",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:53:4503fcd3f2|staging_variant_matrix_rows.csv:Standard Equipment 2:53:7c6b97122b|staging_variant_matrix_rows.csv:Standard Equipment 2:53:a5048794d0|staging_variant_matrix_rows.csv:Standard Equipment 2:53:a764988ae3|staging_variant_matrix_rows.csv:Standard Equipment 2:53:a9a2faaa0b|staging_variant_matrix_rows.csv:Standard Equipment 2:53:aeac4969f4
prop_grand_sport_standard_equipment_ref_cj2_b1f761,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display","Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:5:09904a422a|staging_variant_matrix_rows.csv:Standard Equipment 2:5:4e1f438afb|staging_variant_matrix_rows.csv:Standard Equipment 2:5:629969cac8|staging_variant_matrix_rows.csv:Standard Equipment 2:5:64094fd4b4|staging_variant_matrix_rows.csv:Standard Equipment 2:5:84479e41d3|staging_variant_matrix_rows.csv:Standard Equipment 2:5:ef87c2ea81
prop_grand_sport_standard_equipment_norpo_6cc1585d,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,Air filtration system with pollen filter,Air filtration system with pollen filter,Air filtration system with pollen filter,Air filtration system with pollen filter,needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:6:3bf0a6aa02|staging_variant_matrix_rows.csv:Standard Equipment 2:6:3f9e032a19|staging_variant_matrix_rows.csv:Standard Equipment 2:6:88f6aab84a|staging_variant_matrix_rows.csv:Standard Equipment 2:6:89890ab658|staging_variant_matrix_rows.csv:Standard Equipment 2:6:8ba324fa70|staging_variant_matrix_rows.csv:Standard Equipment 2:6:a7e7ae23de
prop_grand_sport_standard_equipment_ref_aj7_51720c,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.","Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System
1. Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:4:36d9bcbc04|staging_variant_matrix_rows.csv:Standard Equipment 2:4:80ba78bdeb|staging_variant_matrix_rows.csv:Standard Equipment 2:4:89b9158278|staging_variant_matrix_rows.csv:Standard Equipment 2:4:c1684fe673|staging_variant_matrix_rows.csv:Standard Equipment 2:4:c96e7ea99e|staging_variant_matrix_rows.csv:Standard Equipment 2:4:ccfb984824
prop_grand_sport_standard_equipment_norpo_83eb51b7,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Antenna, integral front and rear","Antenna, integral front and rear","Antenna, integral front and rear","Antenna, integral front and rear",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:41:08eb840e8a|staging_variant_matrix_rows.csv:Standard Equipment 2:41:09c7485d1c|staging_variant_matrix_rows.csv:Standard Equipment 2:41:4eef5d3b08|staging_variant_matrix_rows.csv:Standard Equipment 2:41:5200112554|staging_variant_matrix_rows.csv:Standard Equipment 2:41:ad91c6d3ba|staging_variant_matrix_rows.csv:Standard Equipment 2:41:e3c3785d2d
prop_grand_sport_standard_equipment_ref_uqs_edfcfc,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system","Audio system feature, Bose Premium 10-speaker system",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:8:0d9dd5d447|staging_variant_matrix_rows.csv:Standard Equipment 2:8:16cecddc1f|staging_variant_matrix_rows.csv:Standard Equipment 2:8:76887e6021|staging_variant_matrix_rows.csv:Standard Equipment 2:8:a13a4837e1|staging_variant_matrix_rows.csv:Standard Equipment 2:8:c11b7c30fb|staging_variant_matrix_rows.csv:Standard Equipment 2:8:e871d19e7d
prop_grand_sport_standard_equipment_ref_uhy_9ecd56,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,Automatic Emergency Braking,Automatic Emergency Braking,Automatic Emergency Braking,Automatic Emergency Braking,needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:60:13966c1a4d|staging_variant_matrix_rows.csv:Standard Equipment 2:60:6d928f9118|staging_variant_matrix_rows.csv:Standard Equipment 2:60:8f2c00d463|staging_variant_matrix_rows.csv:Standard Equipment 2:60:9c27bddd02|staging_variant_matrix_rows.csv:Standard Equipment 2:60:b24180bab3|staging_variant_matrix_rows.csv:Standard Equipment 2:60:c2c638537f
prop_grand_sport_standard_equipment_ref_j56_20301e,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Brakes, 4-wheel antilock, 4-wheel disc, performance 6-piston front and 4-piston rear","Brakes, 4-wheel antilock, 4-wheel disc, performance 6-piston front and 4-piston rear","Brakes, 4-wheel antilock, 4-wheel disc, performance 6-piston front and 4-piston rear
1. Included and only available with (FEB) Z52 Sport Performance Package.","Brakes, 4-wheel antilock, 4-wheel disc, performance 6-piston front and 4-piston rear
1. Included and only available with (FEB) Z52 Sport Performance Package.",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:57:0a5627b5b6|staging_variant_matrix_rows.csv:Standard Equipment 2:57:646f2e2786|staging_variant_matrix_rows.csv:Standard Equipment 2:57:bc4243c630|staging_variant_matrix_rows.csv:Standard Equipment 2:57:c76ca91eea|staging_variant_matrix_rows.csv:Standard Equipment 2:57:ee3e082b40|staging_variant_matrix_rows.csv:Standard Equipment 2:57:f058b896a0
prop_grand_sport_standard_equipment_ref_jx6_a64ec3,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Brakes, 4-wheel antilock, 4-wheel disc, touring, low dust, 6-piston front and 4-piston rear","Brakes, 4-wheel antilock, 4-wheel disc, touring, low dust, 6-piston front and 4-piston rear","Brakes, 4-wheel antilock, 4-wheel disc, touring, low dust, 6-piston front and 4-piston rear","Brakes, 4-wheel antilock, 4-wheel disc, touring, low dust, 6-piston front and 4-piston rear",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:56:006c9dad91|staging_variant_matrix_rows.csv:Standard Equipment 2:56:02a1df96e2|staging_variant_matrix_rows.csv:Standard Equipment 2:56:0b389554b9|staging_variant_matrix_rows.csv:Standard Equipment 2:56:44a561ad04|staging_variant_matrix_rows.csv:Standard Equipment 2:56:c1d37b2dcf|staging_variant_matrix_rows.csv:Standard Equipment 2:56:d6d980ad1f
prop_grand_sport_standard_equipment_ref_j6a_a2db8d,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Calipers, Black painted","Calipers, Black painted","Calipers, Black painted","Calipers, Black painted",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:63:2d85c1cf8e|staging_variant_matrix_rows.csv:Standard Equipment 2:63:3230750771|staging_variant_matrix_rows.csv:Standard Equipment 2:63:368055ac02|staging_variant_matrix_rows.csv:Standard Equipment 2:63:4d6a390fc0|staging_variant_matrix_rows.csv:Standard Equipment 2:63:634419bbe5|staging_variant_matrix_rows.csv:Standard Equipment 2:63:cd0f25c745
prop_grand_sport_standard_equipment_ref_j6d_668e72,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Calipers, Dark Gray Metallic-painted","Calipers, Dark Gray Metallic-painted","Calipers, Dark Gray Metallic-painted
1. Included and only available with (J57) carbon ceramic brakes.","Calipers, Dark Gray Metallic-painted
1. Included and only available with (J57) carbon ceramic brakes.",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:65:08bafb37a8|staging_variant_matrix_rows.csv:Standard Equipment 2:65:4c290f558c|staging_variant_matrix_rows.csv:Standard Equipment 2:65:636567f4e1|staging_variant_matrix_rows.csv:Standard Equipment 2:65:b761702f45|staging_variant_matrix_rows.csv:Standard Equipment 2:65:bd80d9d290|staging_variant_matrix_rows.csv:Standard Equipment 2:65:f33f5006d2
prop_grand_sport_standard_equipment_ref_eyt_cbd330,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,Carbon Flash Exterior Badge Package,Carbon Flash Exterior Badge Package,Carbon Flash Exterior Badge Package,Carbon Flash Exterior Badge Package,needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:45:43f0235dec|staging_variant_matrix_rows.csv:Standard Equipment 2:45:5634f5cde0|staging_variant_matrix_rows.csv:Standard Equipment 2:45:7fb05b4040|staging_variant_matrix_rows.csv:Standard Equipment 2:45:be7bc7f237|staging_variant_matrix_rows.csv:Standard Equipment 2:45:c29dd3ed26|staging_variant_matrix_rows.csv:Standard Equipment 2:45:e50b401a32
prop_grand_sport_standard_equipment_ref_u80_8524d3,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Compass, digital","Compass, digital","Compass, digital","Compass, digital",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:10:009d193845|staging_variant_matrix_rows.csv:Standard Equipment 2:10:0e45f0bf7f|staging_variant_matrix_rows.csv:Standard Equipment 2:10:30a83129a3|staging_variant_matrix_rows.csv:Standard Equipment 2:10:399048fb78|staging_variant_matrix_rows.csv:Standard Equipment 2:10:566f695b88|staging_variant_matrix_rows.csv:Standard Equipment 2:10:9be6732298
prop_grand_sport_standard_equipment_norpo_7a5ed39f,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage","Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:11:2366740c39|staging_variant_matrix_rows.csv:Standard Equipment 2:11:6b8c5bb00c|staging_variant_matrix_rows.csv:Standard Equipment 2:11:8eec45d9cb|staging_variant_matrix_rows.csv:Standard Equipment 2:11:a2be7a6d92|staging_variant_matrix_rows.csv:Standard Equipment 2:11:b843a00fed|staging_variant_matrix_rows.csv:Standard Equipment 2:11:c0a10b9379
prop_grand_sport_standard_equipment_ref_cm9_f1b5b5,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger","Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger","Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger","Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:46:152b4dfe23|staging_variant_matrix_rows.csv:Standard Equipment 2:46:5d601c15ac|staging_variant_matrix_rows.csv:Standard Equipment 2:46:705ad40f8a|staging_variant_matrix_rows.csv:Standard Equipment 2:46:becc7da8b0|staging_variant_matrix_rows.csv:Standard Equipment 2:46:dc54c93152|staging_variant_matrix_rows.csv:Standard Equipment 2:46:fa40213e44
prop_grand_sport_standard_equipment_ref_v08_3fa41f,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Cooling system, heavy-duty","Cooling system, heavy-duty","Cooling system, heavy-duty","Cooling system, heavy-duty",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:66:49fdbfb018|staging_variant_matrix_rows.csv:Standard Equipment 2:66:545f61adbe|staging_variant_matrix_rows.csv:Standard Equipment 2:66:7a8324f3c3|staging_variant_matrix_rows.csv:Standard Equipment 2:66:81004c4935|staging_variant_matrix_rows.csv:Standard Equipment 2:66:9436863ffe|staging_variant_matrix_rows.csv:Standard Equipment 2:66:ccac646cfb
prop_grand_sport_standard_equipment_norpo_7210b5e2,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed","Cruise control, electronic with set and resume speed",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:12:2befb98fbf|staging_variant_matrix_rows.csv:Standard Equipment 2:12:55cc812d1a|staging_variant_matrix_rows.csv:Standard Equipment 2:12:6eb84642d3|staging_variant_matrix_rows.csv:Standard Equipment 2:12:a530e1aa4c|staging_variant_matrix_rows.csv:Standard Equipment 2:12:af90d75ca8|staging_variant_matrix_rows.csv:Standard Equipment 2:12:e18b508999
prop_grand_sport_standard_equipment_norpo_9404c2ff,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,Daytime running lamps,Daytime running lamps,Daytime running lamps,Daytime running lamps,needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:47:0dd211cf6c|staging_variant_matrix_rows.csv:Standard Equipment 2:47:3be0b72c83|staging_variant_matrix_rows.csv:Standard Equipment 2:47:451c1da89c|staging_variant_matrix_rows.csv:Standard Equipment 2:47:97a5b81c84|staging_variant_matrix_rows.csv:Standard Equipment 2:47:c6e9762844|staging_variant_matrix_rows.csv:Standard Equipment 2:47:ffff6ea688
prop_grand_sport_standard_equipment_norpo_4bfa2d80,proposal_only,grand_sport,standard_equipment,Standard Equipment,Standard Equipment,"Door locks, power programmable with lockout protection","Door locks, power programmable with lockout protection","Door locks, power programmable with lockout protection","Door locks, power programmable with lockout protection",needs_review,staging_variant_matrix_rows.csv:Standard Equipment 2:13:45813904ed|staging_variant_matrix_rows.csv:Standard Equipment 2:13:5b2808be99|staging_variant_matrix_rows.csv:Standard Equipment 2:13:6672e1800f|staging_variant_matrix_rows.csv:Standard Equipment 2:13:b6be44835f|staging_variant_matrix_rows.csv:Standard Equipment 2:13:df7e4a6eef|staging_variant_matrix_rows.csv:Standard Equipment 2:13:f9d7fe6692
